Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,RMSD_minus,complete_name
Chen,8,15.75,81,55.661,82,0.283,82,0.0,79,-1.0,69,0.404,82,0.0,1,33.384,81,0.117,81,0.0,1,0.9809,0,PZ16a,-15.75,PZ16a_Chen_8
Chen,6,15.926,82,33.732,80,0.472,80,0.0,79,-1.0,69,0.62,74,1.14,22,37.093,83,0.117,81,0.0,1,0.985,0,PZ16a,-15.926,PZ16a_Chen_6
Chen,7,16.867,83,42.87,81,0.393,81,0.0,79,-1.0,69,0.577,80,0.0,1,30.495,78,0.13,80,0.0,1,0.9965,0,PZ16a,-16.867,PZ16a_Chen_7
RNAComposerAS2,1,1.25,1,1.375,1,0.91,5,1.0,1,0.775,32,0.913,3,7.95,43,11.564,2,0.511,1,0.0,1,1.096e-09,0,PZ16b,-1.25,PZ16b_RNAComposerAS2_1
Szachniuk,1,1.25,1,1.375,1,0.91,5,1.0,1,0.775,32,0.913,3,7.95,43,11.564,2,0.511,1,0.0,1,1.096e-09,0,PZ16b,-1.25,PZ16b_Szachniuk_1
Chen,1,1.324,3,1.43,3,0.925,4,1.0,1,0.775,32,0.936,1,0.0,1,14.102,23,0.477,5,0.0,1,1.406e-09,0,PZ16b,-1.324,PZ16b_Chen_1
RNAComposerAS1,3,1.344,4,1.616,5,0.832,50,0.926,21,0.447,64,0.87,23,6.81,38,14.308,25,0.466,7,0.0,1,1.505e-09,0,PZ16b,-1.344,PZ16b_RNAComposerAS1_3
RW3DAS1,6,1.371,5,1.564,4,0.877,22,1.0,1,0.894,10,0.839,34,5.66,30,14.877,28,0.417,17,0.0,1,1.652e-09,0,PZ16b,-1.371,PZ16b_RW3DAS1_6
RW3DAS2,8,1.448,6,1.684,6,0.86,37,1.0,1,0.894,10,0.813,44,7.93,41,13.219,12,0.381,22,0.0,1,2.141e-09,0,PZ16b,-1.448,PZ16b_RW3DAS2_8
RW3DAS2,7,1.517,7,1.73,9,0.877,22,1.0,1,0.894,10,0.839,34,9.06,51,11.737,4,0.32,42,0.0,1,2.694e-09,0,PZ16b,-1.517,PZ16b_RW3DAS2_7
RNAComposerAS2,4,1.543,8,1.76,10,0.877,22,0.913,34,0.775,32,0.889,13,11.35,66,16.128,38,0.461,9,0.0,1,2.939e-09,0,PZ16b,-1.543,PZ16b_RNAComposerAS2_4
Szachniuk,4,1.543,8,1.76,10,0.877,22,0.913,34,0.775,32,0.889,13,11.35,66,16.128,38,0.461,9,0.0,1,2.939e-09,0,PZ16b,-1.543,PZ16b_Szachniuk_4
RW3DAS1,3,1.545,10,1.763,12,0.877,22,1.0,1,0.894,10,0.839,34,5.66,30,12.927,10,0.31,45,0.0,1,2.961e-09,0,PZ16b,-1.545,PZ16b_RW3DAS1_3
RNAComposerAS2,3,1.607,11,1.837,13,0.875,32,0.913,34,0.775,32,0.886,18,7.95,43,12.187,6,0.499,3,0.0,1,3.634e-09,0,PZ16b,-1.607,PZ16b_RNAComposerAS2_3
Szachniuk,3,1.607,11,1.837,13,0.875,32,0.913,34,0.775,32,0.886,18,7.95,43,12.187,6,0.499,3,0.0,1,3.634e-09,0,PZ16b,-1.607,PZ16b_Szachniuk_3
RNAComposerAS2,7,1.614,13,1.715,7,0.941,1,1.0,1,1.0,1,0.913,3,9.08,56,13.572,16,0.337,37,0.0,1,3.72e-09,0,PZ16b,-1.614,PZ16b_RNAComposerAS2_7
Szachniuk,7,1.614,13,1.715,7,0.941,1,1.0,1,1.0,1,0.913,3,9.08,56,13.572,16,0.337,37,0.0,1,3.72e-09,0,PZ16b,-1.614,PZ16b_Szachniuk_7
RW3DAS2,3,1.634,15,1.901,17,0.86,37,0.913,34,0.894,10,0.839,34,11.33,65,12.604,8,0.333,39,0.0,1,3.975e-09,0,PZ16b,-1.634,PZ16b_RW3DAS2_3
RNAComposerAS1,2,1.642,16,1.934,22,0.849,42,0.926,21,0.775,32,0.845,32,7.95,43,16.114,36,0.475,6,0.0,1,4.077e-09,0,PZ16b,-1.642,PZ16b_RNAComposerAS1_2
RNAComposerAS1,7,1.67,17,1.937,23,0.862,35,0.926,21,0.632,56,0.889,13,9.08,56,12.851,9,0.463,8,0.0,1,4.474e-09,0,PZ16b,-1.67,PZ16b_RNAComposerAS1_7
RNAComposerAS2,5,1.682,18,1.883,15,0.893,10,0.913,34,1.0,1,0.865,25,10.22,62,17.29,50,0.314,43,0.0,1,4.656e-09,0,PZ16b,-1.682,PZ16b_RNAComposerAS2_5
Szachniuk,5,1.682,18,1.883,15,0.893,10,0.913,34,1.0,1,0.865,25,10.22,62,17.29,50,0.314,43,0.0,1,4.656e-09,0,PZ16b,-1.682,PZ16b_Szachniuk_5
RNAComposerAS2,2,1.698,20,1.901,17,0.893,10,1.0,1,0.775,32,0.889,13,11.35,66,17.301,52,0.395,19,0.0,1,4.901e-09,0,PZ16b,-1.698,PZ16b_RNAComposerAS2_2
Szachniuk,2,1.698,20,1.901,17,0.893,10,1.0,1,0.775,32,0.889,13,11.35,66,17.301,52,0.395,19,0.0,1,4.901e-09,0,PZ16b,-1.698,PZ16b_Szachniuk_2
RNAComposerAS2,8,1.712,22,1.92,20,0.892,15,0.913,34,0.894,10,0.886,18,9.08,56,15.341,30,0.418,15,0.0,1,5.128e-09,0,PZ16b,-1.712,PZ16b_RNAComposerAS2_8
Szachniuk,8,1.712,22,1.92,20,0.892,15,0.913,34,0.894,10,0.886,18,9.08,56,15.341,30,0.418,15,0.0,1,5.128e-09,0,PZ16b,-1.712,PZ16b_Szachniuk_8
RNAComposerAS1,8,1.717,24,2.073,30,0.828,52,0.926,21,0.775,32,0.813,44,11.35,66,16.923,48,0.379,23,0.0,1,5.209e-09,0,PZ16b,-1.717,PZ16b_RNAComposerAS1_8
RW3DAS2,4,1.753,25,2.039,29,0.86,37,0.913,34,1.0,1,0.813,44,9.06,51,17.665,55,0.274,56,0.0,1,5.867e-09,0,PZ16b,-1.753,PZ16b_RW3DAS2_4
RNAComposerAS1,4,1.772,26,2.022,28,0.877,22,1.0,1,0.775,32,0.865,25,5.68,34,15.699,34,0.391,21,0.0,1,6.249e-09,0,PZ16b,-1.772,PZ16b_RNAComposerAS1_4
RW3DAS2,2,1.772,26,2.176,39,0.814,53,0.926,21,0.894,10,0.765,58,9.06,51,11.402,1,0.309,46,0.0,1,6.231e-09,0,PZ16b,-1.772,PZ16b_RW3DAS2_2
RW3DAS1,2,1.784,28,2.145,36,0.832,50,0.926,21,1.0,1,0.765,58,9.06,51,15.91,35,0.287,53,0.0,1,6.493e-09,0,PZ16b,-1.784,PZ16b_RW3DAS1_2
RNAComposerAS1,10,1.812,29,2.276,41,0.796,57,1.0,1,0.447,64,0.8,53,6.81,38,13.224,13,0.306,47,0.0,1,7.116e-09,0,PZ16b,-1.812,PZ16b_RNAComposerAS1_10
RNAComposerAS2,6,1.812,29,1.995,25,0.908,8,0.913,34,0.894,10,0.91,7,7.95,43,13.461,14,0.453,11,0.0,1,7.099e-09,0,PZ16b,-1.812,PZ16b_RNAComposerAS2_6
Szachniuk,6,1.812,29,1.995,25,0.908,8,0.913,34,0.894,10,0.91,7,7.95,43,13.461,14,0.453,11,0.0,1,7.099e-09,0,PZ16b,-1.812,PZ16b_Szachniuk_6
3dRNAAS2,10,1.815,32,1.995,25,0.91,5,0.926,21,0.775,32,0.934,2,1.14,20,19.6,66,0.363,28,0.0,1,7.169e-09,0,PZ16b,-1.815,PZ16b_3dRNAAS2_10
RNAComposerAS1,5,1.839,33,1.982,24,0.928,3,1.0,1,1.0,1,0.894,12,9.08,56,14.3,24,0.368,26,0.0,1,7.753e-09,0,PZ16b,-1.839,PZ16b_RNAComposerAS1_5
RW3DAS1,8,1.851,34,2.146,37,0.862,35,0.926,21,0.894,10,0.839,34,6.8,35,14.078,22,0.288,52,0.0,1,8.05e-09,0,PZ16b,-1.851,PZ16b_RW3DAS1_8
RW3DAS1,1,1.856,35,2.104,31,0.882,20,1.0,1,0.8,31,0.87,23,5.66,30,13.965,19,0.364,27,0.0,1,8.202e-09,0,PZ16b,-1.856,PZ16b_RW3DAS1_1
RW3DAS1,9,1.891,36,2.157,38,0.877,22,1.0,1,0.775,32,0.865,25,6.8,35,15.086,29,0.289,51,0.0,1,9.179e-09,0,PZ16b,-1.891,PZ16b_RW3DAS1_9
RW3DAS2,1,1.899,37,2.126,32,0.893,10,1.0,1,0.894,10,0.865,25,4.53,28,15.39,32,0.261,57,0.0,1,9.404e-09,0,PZ16b,-1.899,PZ16b_RW3DAS2_1
3dRNAAS2,5,1.904,38,2.135,33,0.892,15,0.913,34,0.775,32,0.91,7,1.14,20,19.029,62,0.363,28,0.0,1,9.555e-09,0,PZ16b,-1.904,PZ16b_3dRNAAS2_5
3dRNAAS2,6,1.904,38,2.135,33,0.892,15,0.913,34,0.775,32,0.91,7,1.14,20,19.029,62,0.363,28,0.0,1,9.555e-09,0,PZ16b,-1.904,PZ16b_3dRNAAS2_6
3dRNAAS2,7,1.904,38,2.135,33,0.892,15,0.913,34,0.775,32,0.91,7,1.14,20,19.029,62,0.363,28,0.0,1,9.555e-09,0,PZ16b,-1.904,PZ16b_3dRNAAS2_7
RW3DAS1,5,1.917,41,2.366,44,0.81,54,0.926,21,0.894,10,0.759,60,6.8,35,18.546,58,0.26,58,0.0,1,9.963e-09,0,PZ16b,-1.917,PZ16b_RW3DAS1_5
RW3DAS1,10,1.992,42,2.272,40,0.877,22,1.0,1,0.894,10,0.839,34,5.66,30,16.123,37,0.358,35,0.0,1,1.269e-08,0,PZ16b,-1.992,PZ16b_RW3DAS1_10
RW3DAS1,7,1.999,43,2.325,43,0.86,37,1.0,1,0.894,10,0.813,44,3.4,27,13.679,18,0.292,50,0.0,1,1.297e-08,0,PZ16b,-1.999,PZ16b_RW3DAS1_7
RW3DAS2,6,2.026,44,2.387,45,0.849,42,0.833,58,0.894,10,0.845,32,12.46,73,18.991,61,0.33,41,0.0,1,1.415e-08,0,PZ16b,-2.026,PZ16b_RW3DAS2_6
RW3DAS2,5,2.038,45,2.324,42,0.877,22,0.913,34,1.0,1,0.839,34,2.27,25,15.561,33,0.306,47,0.0,1,1.467e-08,0,PZ16b,-2.038,PZ16b_RW3DAS2_5
RW3DAS2,9,2.09,46,2.481,47,0.843,45,0.913,34,0.894,10,0.813,44,9.06,51,17.786,56,0.304,49,0.0,1,1.733e-08,0,PZ16b,-2.09,PZ16b_RW3DAS2_9
RW3DAS1,4,2.112,47,2.402,46,0.879,21,0.926,21,1.0,1,0.839,34,7.93,41,16.815,45,0.287,53,0.0,1,1.856e-08,0,PZ16b,-2.112,PZ16b_RW3DAS1_4
RNAComposerAS1,9,2.348,48,3.049,50,0.77,59,0.926,21,0.632,56,0.756,61,4.54,29,14.613,26,0.279,55,0.0,1,3.868e-08,0,PZ16b,-2.348,PZ16b_RNAComposerAS1_9
RNAComposerAS1,1,2.431,49,3.001,49,0.81,54,0.926,21,0.632,56,0.813,44,10.22,62,14.62,27,0.331,40,0.0,1,4.998e-08,0,PZ16b,-2.431,PZ16b_RNAComposerAS1_1
RW3DAS2,10,2.501,50,2.959,48,0.845,44,0.926,21,0.894,10,0.813,44,14.72,75,11.977,5,0.245,64,0.0,1,6.189e-08,0,PZ16b,-2.501,PZ16b_RW3DAS2_10
RNAComposerAS1,6,2.521,51,3.123,51,0.807,56,1.0,1,0.632,56,0.786,54,18.16,78,13.145,11,0.417,17,0.0,1,6.572e-08,0,PZ16b,-2.521,PZ16b_RNAComposerAS1_6
RNAComposerAS2,10,2.668,52,3.167,52,0.843,45,0.913,34,0.775,32,0.839,34,11.35,66,13.979,20,0.427,13,0.0,1,1.023e-07,0,PZ16b,-2.668,PZ16b_RNAComposerAS2_10
Szachniuk,10,2.668,52,3.167,52,0.843,45,0.913,34,0.775,32,0.839,34,11.35,66,13.979,20,0.427,13,0.0,1,1.023e-07,0,PZ16b,-2.668,PZ16b_Szachniuk_10
RNAComposerAS2,9,2.759,54,3.274,54,0.843,45,0.913,34,0.894,10,0.813,44,17.03,76,16.773,42,0.23,71,0.0,1,1.34e-07,0,PZ16b,-2.759,PZ16b_RNAComposerAS2_9
Szachniuk,9,2.759,54,3.274,54,0.843,45,0.913,34,0.894,10,0.813,44,17.03,76,16.773,42,0.23,71,0.0,1,1.34e-07,0,PZ16b,-2.759,PZ16b_Szachniuk_9
3dRNAAS2,9,2.883,56,3.289,56,0.877,22,0.913,34,0.894,10,0.865,25,1.14,20,22.534,73,0.369,25,0.0,1,1.93e-07,0,PZ16b,-2.883,PZ16b_3dRNAAS2_9
Lee,3,3.591,57,5.935,61,0.605,82,0.775,63,-1.0,75,0.622,81,0.0,1,16.838,46,0.233,70,0.0,1,1.417e-06,0,PZ16b,-3.591,PZ16b_Lee_3
Lee,8,3.782,58,6.142,62,0.616,77,0.775,63,-1.0,75,0.639,72,0.0,1,18.864,59,0.251,61,0.0,1,2.368e-06,0,PZ16b,-3.782,PZ16b_Lee_8
Lee,6,3.803,59,6.285,64,0.605,82,0.775,63,-1.0,75,0.622,81,0.0,1,16.552,41,0.246,63,0.0,1,2.501e-06,0,PZ16b,-3.803,PZ16b_Lee_6
SimRNAAS2,1,3.873,60,5.641,59,0.687,65,0.775,63,0.447,64,0.711,64,78.14,90,24.952,79,0.157,84,0.0,1,3.009e-06,0,PZ16b,-3.873,PZ16b_SimRNAAS2_1
Lee,2,3.948,61,6.411,65,0.616,77,0.775,63,-1.0,75,0.639,72,0.0,1,17.255,49,0.234,69,0.0,1,3.657e-06,0,PZ16b,-3.948,PZ16b_Lee_2
Lee,1,4.018,62,6.523,68,0.616,77,0.775,63,-1.0,75,0.637,75,0.0,1,17.341,54,0.247,62,0.0,1,4.391e-06,0,PZ16b,-4.018,PZ16b_Lee_1
Lee,9,4.042,63,6.455,66,0.626,75,0.739,83,-1.0,75,0.67,68,0.0,1,19.11,65,0.252,60,0.0,1,4.674e-06,0,PZ16b,-4.042,PZ16b_Lee_9
Lee,7,4.056,64,6.584,70,0.616,77,0.775,63,-1.0,75,0.637,75,0.0,1,18.965,60,0.243,65,0.0,1,4.841e-06,0,PZ16b,-4.056,PZ16b_Lee_7
SimRNAAS1,1,4.228,65,6.641,72,0.637,72,0.775,63,0.447,64,0.637,75,60.02,83,22.519,72,0.209,78,0.0,1,7.504e-06,0,PZ16b,-4.228,PZ16b_SimRNAAS1_1
Lee,4,4.236,66,6.549,69,0.647,70,0.775,63,-1.0,75,0.683,67,0.0,1,16.81,44,0.241,66,0.0,1,7.659e-06,0,PZ16b,-4.236,PZ16b_Lee_4
SimRNAAS2,8,4.373,67,7.098,73,0.616,77,0.775,63,-1.0,75,0.637,75,44.12,81,22.116,70,0.197,80,0.0,1,1.078e-05,0,PZ16b,-4.373,PZ16b_SimRNAAS2_8
3dRNAAS2,2,4.419,68,5.049,57,0.875,32,0.913,34,0.775,32,0.886,18,29.51,80,23.089,75,0.377,24,0.0,1,1.207e-05,0,PZ16b,-4.419,PZ16b_3dRNAAS2_2
SimRNAAS2,6,4.471,69,6.144,63,0.728,62,0.775,63,0.632,56,0.746,62,54.48,82,21.896,69,0.163,82,0.0,1,1.372e-05,0,PZ16b,-4.471,PZ16b_SimRNAAS2_6
3dRNAAS2,1,4.531,70,5.759,60,0.787,58,0.816,60,0.775,32,0.782,56,12.49,74,28.354,86,0.353,36,0.0,1,1.588e-05,0,PZ16b,-4.531,PZ16b_3dRNAAS2_1
3dRNAAS2,4,4.572,71,5.328,58,0.858,41,0.913,34,0.775,32,0.861,31,7.95,43,25.399,81,0.359,34,0.0,1,1.756e-05,0,PZ16b,-4.572,PZ16b_3dRNAAS2_4
SimRNAAS2,2,4.628,72,6.459,67,0.716,63,0.775,63,-1.0,75,0.783,55,70.14,85,24.443,77,0.217,76,0.0,1,2.009e-05,0,PZ16b,-4.628,PZ16b_SimRNAAS2_2
SimRNAAS2,4,4.686,73,7.361,77,0.637,72,0.775,63,0.447,64,0.637,75,71.19,86,25.112,80,0.15,87,0.0,1,2.311e-05,0,PZ16b,-4.686,PZ16b_SimRNAAS2_4
Lee,5,4.708,74,7.263,75,0.648,69,0.775,63,-1.0,75,0.688,65,0.0,1,16.39,40,0.26,58,0.0,1,2.432e-05,0,PZ16b,-4.708,PZ16b_Lee_5
SimRNAAS1,3,4.784,75,7.276,76,0.657,67,0.775,63,0.447,64,0.667,70,63.42,84,20.599,67,0.23,71,0.0,1,2.911e-05,0,PZ16b,-4.784,PZ16b_SimRNAAS1_3
Lee,10,4.876,76,8.359,81,0.583,85,0.775,63,-1.0,75,0.59,84,0.0,1,18.488,57,0.238,67,0.0,1,3.617e-05,0,PZ16b,-4.876,PZ16b_Lee_10
3dRNAAS2,8,4.944,77,6.606,71,0.748,60,0.577,85,0.775,32,0.782,56,6.81,38,27.316,85,0.361,32,0.0,1,4.234e-05,0,PZ16b,-4.944,PZ16b_3dRNAAS2_8
SimRNAAS1,2,4.952,78,7.19,74,0.689,64,0.775,63,0.632,56,0.688,65,81.54,91,20.883,68,0.23,71,0.0,1,4.317e-05,0,PZ16b,-4.952,PZ16b_SimRNAAS1_2
SimRNAAS2,3,5.049,79,7.93,80,0.637,72,0.775,63,0.447,64,0.637,75,71.27,88,16.853,47,0.21,77,0.0,1,5.384e-05,0,PZ16b,-5.049,PZ16b_SimRNAAS2_3
SimRNAAS2,5,5.184,80,7.751,78,0.669,66,0.816,60,0.447,64,0.67,68,78.05,89,22.269,71,0.2,79,0.0,1,7.302e-05,0,PZ16b,-5.184,PZ16b_SimRNAAS2_5
SimRNAAS2,7,5.597,81,8.522,82,0.657,67,0.816,60,0.632,56,0.622,81,71.19,86,22.862,74,0.189,81,0.0,1,0.0001799,0,PZ16b,-5.597,PZ16b_SimRNAAS2_7
SimRNAAS2,9,5.7,82,8.812,83,0.647,70,0.775,63,0.516,63,0.639,72,109.85,92,23.666,76,0.153,86,0.0,1,0.0002235,0,PZ16b,-5.7,PZ16b_SimRNAAS2_9
3dRNAAS2,3,5.72,83,7.851,79,0.729,61,0.707,84,0.775,32,0.724,63,28.34,79,27.096,83,0.361,32,0.0,1,0.000233,0,PZ16b,-5.72,PZ16b_3dRNAAS2_3
Chen,2,7.2,84,12.2,85,0.59,84,0.833,58,-1.0,75,0.578,85,0.0,1,26.118,82,0.221,75,0.0,1,0.003711,0,PZ16b,-7.2,PZ16b_Chen_2
Chen,3,7.276,85,11.706,84,0.622,76,0.772,82,-1.0,75,0.646,71,2.27,25,24.799,78,0.236,68,0.0,1,0.004204,0,PZ16b,-7.276,PZ16b_Chen_3
Chen,6,15.547,86,37.583,86,0.414,86,-1.0,92,0.0,72,0.528,87,1.13,17,37.914,92,0.119,91,0.0,1,0.975,0,PZ16b,-15.547,PZ16b_Chen_6
Chen,10,15.708,87,47.176,89,0.333,89,0.0,86,-1.0,75,0.462,90,0.0,1,37.301,91,0.137,88,0.0,1,0.9798,0,PZ16b,-15.708,PZ16b_Chen_10
Chen,8,15.745,88,47.317,90,0.333,89,0.0,86,-1.0,75,0.463,89,0.0,1,34.291,89,0.136,89,0.0,1,0.9808,0,PZ16b,-15.745,PZ16b_Chen_8
Chen,4,15.794,89,71.336,92,0.221,92,0.0,86,-1.0,75,0.348,92,0.0,1,33.799,88,0.157,84,0.0,1,0.982,0,PZ16b,-15.794,PZ16b_Chen_4
Chen,9,16.285,90,40.288,87,0.404,87,0.0,86,0.0,72,0.538,86,0.0,1,33.319,87,0.134,90,0.0,1,0.9911,0,PZ16b,-16.285,PZ16b_Chen_9
Chen,7,16.367,91,49.185,91,0.333,89,0.0,86,-1.0,75,0.446,91,1.13,17,27.137,84,0.113,92,0.0,1,0.9921,0,PZ16b,-16.367,PZ16b_Chen_7
Chen,5,16.39,92,46.267,88,0.354,88,0.0,86,0.0,72,0.503,88,1.13,17,35.434,90,0.161,83,0.0,1,0.9924,0,PZ16b,-16.39,PZ16b_Chen_5
DasORIGINAL,3,3.208,1,3.736,1,0.859,8,0.939,5,0.671,1,0.84,7,8.7,32,16.107,4,0.582,1,0.0,1,0.0,0,PZ18,-3.208,PZ18_DasORIGINAL_3
Chen,1,3.74,2,4.837,4,0.773,12,0.917,9,-1.0,40,0.738,14,0.43,1,24.85,56,0.519,2,0.0,1,0.0,0,PZ18,-3.74,PZ18_Chen_1
Das,2,3.877,3,4.424,2,0.876,1,0.981,1,0.5,6,0.857,1,16.09,57,16.152,5,0.49,4,0.0,1,0.0,0,PZ18,-3.877,PZ18_Das_2
DasORIGINAL,2,4.034,4,4.662,3,0.865,2,0.939,5,0.671,1,0.85,4,9.13,35,16.027,3,0.503,3,0.0,1,0.0,0,PZ18,-4.034,PZ18_DasORIGINAL_2
Das,1,5.496,5,6.388,5,0.86,7,0.981,1,0.671,1,0.824,8,13.05,51,16.585,9,0.47,7,0.0,1,0.0,0,PZ18,-5.496,PZ18_Das_1
DasORIGINAL,1,5.633,6,6.511,6,0.865,2,0.939,5,0.671,1,0.85,4,9.57,37,16.282,7,0.48,5,0.0,1,0.0,0,PZ18,-5.633,PZ18_DasORIGINAL_1
Das,3,5.633,6,6.511,6,0.865,2,0.939,5,0.671,1,0.85,4,9.57,37,16.282,7,0.48,5,0.0,1,0.0,0,PZ18,-5.633,PZ18_Das_3
DasORIGINAL,4,5.698,8,6.618,8,0.861,5,0.962,3,0.289,7,0.851,2,13.05,51,16.685,10,0.441,11,0.0,1,0.0,0,PZ18,-5.698,PZ18_DasORIGINAL_4
Das,4,5.698,8,6.618,8,0.861,5,0.962,3,0.289,7,0.851,2,13.05,51,16.685,10,0.441,11,0.0,1,0.0,0,PZ18,-5.698,PZ18_Das_4
Chen,2,6.636,10,8.183,10,0.811,9,0.917,9,-1.0,40,0.794,11,2.17,10,26.763,59,0.46,8,0.0,1,0.0,0,PZ18,-6.636,PZ18_Chen_2
Dokholyan,3,7.903,11,11.727,12,0.674,34,0.857,13,-1.0,40,0.607,52,13.48,54,24.905,57,0.336,24,0.0,1,0.0,0,PZ18,-7.903,PZ18_Dokholyan_3
Dokholyan,1,8.44,12,11.672,11,0.723,17,0.84,14,-1.0,40,0.694,26,9.57,37,23.072,50,0.345,22,0.0,1,0.0,0,PZ18,-8.44,PZ18_Dokholyan_1
Szachniuk,5,9.082,13,12.611,13,0.72,19,0.784,19,0.0,11,0.723,17,8.7,32,17.546,15,0.43,13,0.0,1,5.551e-17,0,PZ18,-9.082,PZ18_Szachniuk_5
Chen,3,9.165,14,12.809,16,0.716,23,0.776,37,0.0,11,0.72,19,4.78,20,24.657,55,0.428,14,0.0,1,5.551e-17,0,PZ18,-9.165,PZ18_Chen_3
Szachniuk,2,9.222,15,12.676,14,0.727,15,0.784,19,0.0,11,0.741,13,12.61,48,17.89,20,0.42,15,0.0,1,1.11e-16,0,PZ18,-9.222,PZ18_Szachniuk_2
Szachniuk,3,9.262,16,12.779,15,0.725,16,0.784,19,0.0,11,0.73,15,10.0,40,17.769,17,0.413,16,0.0,1,1.11e-16,0,PZ18,-9.262,PZ18_Szachniuk_3
Chen,4,9.273,17,13.842,20,0.67,35,0.716,45,0.0,11,0.68,29,4.78,20,24.022,53,0.409,17,0.0,1,1.11e-16,0,PZ18,-9.273,PZ18_Chen_4
Szachniuk,1,9.433,18,12.838,17,0.735,14,0.784,19,0.0,11,0.745,12,8.7,32,17.649,16,0.398,19,0.0,1,2.22e-16,0,PZ18,-9.433,PZ18_Szachniuk_1
RW3D,2,9.82,19,15.011,21,0.654,44,0.784,19,0.0,11,0.623,47,5.22,23,15.775,1,0.375,20,0.0,1,1.388e-15,0,PZ18,-9.82,PZ18_RW3D_2
SimRNA,2,10.277,20,16.792,25,0.612,51,0.68,47,0.0,11,0.609,51,87.75,60,20.886,40,0.292,27,0.0,1,1.016e-14,0,PZ18,-10.277,PZ18_SimRNA_2
RW3D,6,10.342,21,15.543,23,0.665,38,0.784,19,0.0,11,0.64,41,3.91,16,17.848,19,0.35,21,0.0,1,1.343e-14,0,PZ18,-10.342,PZ18_RW3D_6
Szachniuk,4,10.833,22,15.079,22,0.718,21,0.784,19,0.0,11,0.72,19,6.96,26,16.825,12,0.403,18,0.0,1,1.071e-13,0,PZ18,-10.833,PZ18_Szachniuk_4
DasORIGINAL,5,10.904,23,13.559,18,0.804,10,0.917,9,0.25,9,0.798,9,19.57,58,19.662,30,0.453,9,0.0,1,1.433e-13,0,PZ18,-10.904,PZ18_DasORIGINAL_5
Das,5,10.904,23,13.559,18,0.804,10,0.917,9,0.25,9,0.798,9,19.57,58,19.662,30,0.453,9,0.0,1,1.433e-13,0,PZ18,-10.904,PZ18_Das_5
RW3D,4,11.509,25,16.824,26,0.684,30,0.784,19,0.0,11,0.676,31,3.48,13,16.266,6,0.299,26,0.0,1,1.652e-12,0,PZ18,-11.509,PZ18_RW3D_4
Dokholyan,2,11.954,26,16.151,24,0.74,13,0.84,14,-1.0,40,0.72,19,14.79,56,22.639,46,0.303,25,0.0,1,9.252e-12,0,PZ18,-11.954,PZ18_Dokholyan_2
3dRNA,4,12.449,27,18.025,27,0.691,27,0.776,37,-1.0,40,0.678,30,0.87,4,27.641,61,0.338,23,0.0,1,5.892e-11,0,PZ18,-12.449,PZ18_3dRNA_4
RW3D,3,12.49,28,18.677,28,0.669,36,0.784,19,0.0,11,0.659,35,10.44,41,16.963,13,0.292,27,0.0,1,6.848e-11,0,PZ18,-12.49,PZ18_RW3D_3
RW3D,5,13.362,29,20.082,30,0.665,38,0.784,19,0.0,11,0.647,39,8.26,29,19.126,27,0.25,36,0.0,1,1.472e-09,0,PZ18,-13.362,PZ18_RW3D_5
RW3D,10,13.383,30,19.839,29,0.675,33,0.784,19,0.0,11,0.654,36,6.52,24,18.21,21,0.266,34,0.0,1,1.579e-09,0,PZ18,-13.383,PZ18_RW3D_10
RW3D,7,14.957,31,21.822,31,0.685,29,0.784,19,0.0,11,0.671,32,7.39,27,15.948,2,0.292,27,0.0,1,2.225e-07,0,PZ18,-14.957,PZ18_RW3D_7
RNAComposer,5,15.211,32,24.183,33,0.629,47,0.76,41,0.0,11,0.603,53,13.92,55,20.46,36,0.247,39,0.0,1,4.604e-07,0,PZ18,-15.211,PZ18_RNAComposer_5
RW3D,8,15.707,33,24.213,34,0.649,45,0.784,19,0.0,11,0.628,46,3.48,13,19.068,26,0.274,31,0.0,1,1.811e-06,0,PZ18,-15.707,PZ18_RW3D_8
Chen,5,15.848,34,22.464,32,0.705,24,0.735,44,0.0,11,0.723,17,1.31,6,21.942,44,0.29,30,0.0,1,2.637e-06,0,PZ18,-15.848,PZ18_Chen_5
Ding,5,16.148,35,24.269,35,0.665,38,0.76,41,0.0,11,0.652,37,9.13,35,20.705,39,0.215,56,0.0,1,5.749e-06,0,PZ18,-16.148,PZ18_Ding_5
RW3D,1,16.346,36,24.896,37,0.657,43,0.784,19,0.0,11,0.64,41,6.52,24,17.82,18,0.257,35,0.0,1,9.471e-06,0,PZ18,-16.346,PZ18_RW3D_1
Ding,3,16.45,37,24.317,36,0.676,32,0.694,46,-1.0,40,0.692,27,7.83,28,21.902,43,0.178,62,0.0,1,1.225e-05,0,PZ18,-16.45,PZ18_Ding_3
RW3D,9,17.208,38,25.861,38,0.665,38,0.784,19,0.0,11,0.647,39,1.74,7,17.063,14,0.225,46,0.0,1,7.28e-05,0,PZ18,-17.208,PZ18_RW3D_9
LeeAS,5,18.454,39,30.357,45,0.608,52,0.64,51,-1.0,40,0.615,49,2.17,10,19.172,28,0.232,45,0.0,1,0.0009485,0,PZ18,-18.454,PZ18_LeeAS_5
