Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,RMSD_minus,complete_name,ares_id,ares_score,complete_model,Lddt_score,Lddt_rank
Lee,6,4.416,41,6.303,48,0.701,55,0.775,54,-1.0,69,0.734,49,0.0,1,17.338,39,0.253,58,0.0,1,1.199e-05,0,PZ16a,-4.416,PZ16a_Lee_6,PZ16a_Lee_6,7.6140084,PZ16a_Lee_6,0.5685605889526218,70
3dRNAAS2,10,4.445,42,5.919,42,0.751,37,0.707,64,1.0,1,0.728,53,6.86,45,26.482,74,0.3,24,0.0,1,1.287e-05,0,PZ16a,-4.445,PZ16a_3dRNAAS2_10,PZ16a_3dRNAAS2_10,10.4932156,PZ16a_3dRNAAS2_10,0.6972660072565225,43
3dRNAAS2,9,4.445,42,5.919,42,0.751,37,0.707,64,1.0,1,0.728,53,6.86,45,26.482,74,0.3,24,0.0,1,1.287e-05,0,PZ16a,-4.445,PZ16a_3dRNAAS2_9,PZ16a_3dRNAAS2_9,10.4932156,PZ16a_3dRNAAS2_9,0.6972660072565225,43
RW3DAS2,10,4.47,44,6.269,45,0.713,53,0.833,47,0.0,44,0.76,38,4.56,34,16.339,29,0.251,60,0.0,1,1.369e-05,0,PZ16a,-4.47,PZ16a_RW3DAS2_10,PZ16a_RW3DAS2_10,7.4452176,PZ16a_RW3DAS2_10,0.6561243846258074,48
SimRNAAS2,1,4.508,45,6.653,54,0.678,59,0.775,54,0.0,44,0.716,57,57.08,79,23.628,67,0.234,69,0.0,1,1.504e-05,0,PZ16a,-4.508,PZ16a_SimRNAAS2_1,PZ16a_SimRNAAS2_1,6.3348341,PZ16a_SimRNAAS2_1,0.6222129382894479,61
Lee,7,4.558,46,6.329,49,0.72,49,0.775,54,-1.0,69,0.76,38,0.0,1,17.231,37,0.262,49,0.0,1,1.698e-05,0,PZ16a,-4.558,PZ16a_Lee_7,PZ16a_Lee_7,7.1105561,PZ16a_Lee_7,0.586811044367162,66
Lee,1,4.605,47,6.458,51,0.713,53,0.816,50,-1.0,69,0.734,49,0.0,1,17.391,40,0.26,52,0.0,1,1.9e-05,0,PZ16a,-4.605,PZ16a_Lee_1,PZ16a_Lee_1,7.2561188,PZ16a_Lee_1,0.5896451530343405,64
3dRNAAS2,5,4.708,48,6.29,47,0.748,39,0.707,64,1.0,1,0.723,56,2.29,29,28.769,77,0.299,26,0.0,1,2.432e-05,0,PZ16a,-4.708,PZ16a_3dRNAAS2_5,PZ16a_3dRNAAS2_5,10.2816696,PZ16a_3dRNAAS2_5,0.6951281935474158,45
Lee,3,4.711,49,6.367,50,0.74,42,0.816,50,-1.0,69,0.776,29,0.0,1,15.584,22,0.273,39,0.0,1,2.454e-05,0,PZ16a,-4.711,PZ16a_Lee_3,PZ16a_Lee_3,7.9107676,PZ16a_Lee_3,0.5762273610044714,67
SimRNAAS2,3,4.758,50,7.598,60,0.626,67,0.775,54,0.0,44,0.66,64,58.09,80,24.122,68,0.216,74,0.0,1,2.739e-05,0,PZ16a,-4.758,PZ16a_SimRNAAS2_3,PZ16a_SimRNAAS2_3,6.9555612,PZ16a_SimRNAAS2_3,0.6051405386688345,63
RW3DAS1,3,4.786,51,8.203,67,0.583,74,0.645,73,0.0,44,0.631,72,5.7,39,21.777,63,0.26,52,0.0,1,2.925e-05,0,PZ16a,-4.786,PZ16a_RW3DAS1_3,PZ16a_RW3DAS1_3,6.526607,PZ16a_RW3DAS1_3,0.6245050660162895,59
RW3DAS2,9,4.805,52,7.543,59,0.637,63,0.722,62,0.0,44,0.671,61,7.98,47,18.071,45,0.266,48,0.0,1,3.058e-05,0,PZ16a,-4.805,PZ16a_RW3DAS2_9,PZ16a_RW3DAS2_9,6.526176,PZ16a_RW3DAS2_9,0.6246217424687232,58
RW3DAS1,4,4.817,53,8.404,71,0.573,76,0.645,73,0.0,44,0.613,75,6.84,42,18.865,52,0.249,61,0.0,1,3.152e-05,0,PZ16a,-4.817,PZ16a_RW3DAS1_4,PZ16a_RW3DAS1_4,6.371109,PZ16a_RW3DAS1_4,0.6248964966954218,57
3dRNAAS2,2,4.833,54,5.747,40,0.841,11,0.913,12,1.0,1,0.801,22,44.57,76,25.057,70,0.306,17,0.0,1,3.267e-05,0,PZ16a,-4.833,PZ16a_3dRNAAS2_2,PZ16a_3dRNAAS2_2,9.5995007,PZ16a_3dRNAAS2_2,0.738701202896587,37
3dRNAAS2,3,4.833,54,5.747,40,0.841,11,0.913,12,1.0,1,0.801,22,44.57,76,25.057,70,0.306,17,0.0,1,3.267e-05,0,PZ16a,-4.833,PZ16a_3dRNAAS2_3,PZ16a_3dRNAAS2_3,9.5995007,PZ16a_3dRNAAS2_3,0.738701202896587,37
RW3DAS1,2,4.844,56,7.736,62,0.626,67,0.645,73,0.0,44,0.688,58,6.84,42,18.21,47,0.26,52,0.0,1,3.358e-05,0,PZ16a,-4.844,PZ16a_RW3DAS1_2,PZ16a_RW3DAS1_2,6.4116001,PZ16a_RW3DAS1_2,0.6340123150113666,53
RW3DAS1,10,4.852,57,7.617,61,0.637,63,0.722,62,0.0,44,0.688,58,3.42,30,19.91,59,0.272,40,0.0,1,3.415e-05,0,PZ16a,-4.852,PZ16a_RW3DAS1_10,PZ16a_RW3DAS1_10,6.1890779,PZ16a_RW3DAS1_10,0.6552097917889887,49
RW3DAS2,2,4.852,57,6.273,46,0.774,32,0.833,47,0.667,17,0.776,29,2.28,25,16.675,33,0.27,42,0.0,1,3.42e-05,0,PZ16a,-4.852,PZ16a_RW3DAS2_2,PZ16a_RW3DAS2_2,6.6729445,PZ16a_RW3DAS2_2,0.7044698372551677,42
RW3DAS1,8,4.888,59,7.805,63,0.626,67,0.68,67,0.0,44,0.671,61,7.98,47,17.436,43,0.245,64,0.0,1,3.713e-05,0,PZ16a,-4.888,PZ16a_RW3DAS1_8,PZ16a_RW3DAS1_8,6.1808596,PZ16a_RW3DAS1_8,0.6466434819264412,51
RW3DAS1,7,4.896,60,8.091,65,0.605,72,0.68,67,0.0,44,0.642,71,2.28,25,21.915,64,0.267,47,0.0,1,3.787e-05,0,PZ16a,-4.896,PZ16a_RW3DAS1_7,PZ16a_RW3DAS1_7,6.3275924,PZ16a_RW3DAS1_7,0.6118475528055041,62
SimRNAAS1,2,4.898,61,8.245,69,0.594,73,0.68,67,0.0,44,0.65,69,58.15,81,22.118,65,0.223,71,0.0,1,3.805e-05,0,PZ16a,-4.898,PZ16a_SimRNAAS1_2,PZ16a_SimRNAAS1_2,8.1297092,PZ16a_SimRNAAS1_2,0.5572166267708475,72
RW3DAS2,5,4.901,62,6.624,53,0.74,42,0.833,47,0.667,17,0.728,53,2.28,25,18.278,48,0.268,46,0.0,1,3.832e-05,0,PZ16a,-4.901,PZ16a_RW3DAS2_5,PZ16a_RW3DAS2_5,6.2163353,PZ16a_RW3DAS2_5,0.6940479954232721,46
SimRNAAS2,2,4.912,63,6.821,56,0.72,49,0.816,50,0.0,44,0.78,28,66.06,82,20.899,60,0.257,56,0.0,1,3.929e-05,0,PZ16a,-4.912,PZ16a_SimRNAAS2_2,PZ16a_SimRNAAS2_2,7.8903542,PZ16a_SimRNAAS2_2,0.570995739427608,69
RW3DAS1,5,4.993,64,9.222,73,0.541,78,0.68,67,0.0,44,0.566,81,4.56,34,18.756,51,0.274,37,0.0,1,4.736e-05,0,PZ16a,-4.993,PZ16a_RW3DAS1_5,PZ16a_RW3DAS1_5,6.0199137,PZ16a_RW3DAS1_5,0.6492141276365114,50
RW3DAS1,1,5.038,65,7.91,64,0.637,63,0.68,67,0.0,44,0.688,58,1.14,22,19.595,58,0.237,66,0.0,1,5.256e-05,0,PZ16a,-5.038,PZ16a_RW3DAS1_1,PZ16a_RW3DAS1_1,6.6189127,PZ16a_RW3DAS1_1,0.6234549779443868,60
3dRNAAS2,4,5.091,66,6.054,44,0.841,11,0.913,12,1.0,1,0.801,22,0.0,1,22.163,66,0.297,28,0.0,1,5.922e-05,0,PZ16a,-5.091,PZ16a_3dRNAAS2_4,PZ16a_3dRNAAS2_4,9.9480667,PZ16a_3dRNAAS2_4,0.7251893169534649,39
RW3DAS1,9,5.217,67,8.469,72,0.616,70,0.645,73,0.0,44,0.671,61,4.56,34,18.922,54,0.244,65,0.0,1,7.87e-05,0,PZ16a,-5.217,PZ16a_RW3DAS1_9,PZ16a_RW3DAS1_9,6.2925248,PZ16a_RW3DAS1_9,0.6440765999729009,52
RW3DAS2,3,5.247,68,8.238,68,0.637,63,0.772,61,0.0,44,0.655,68,5.7,39,17.184,36,0.252,59,0.0,1,8.407e-05,0,PZ16a,-5.247,PZ16a_RW3DAS2_3,PZ16a_RW3DAS2_3,6.5939851,PZ16a_RW3DAS2_3,0.6286113243906478,55
Lee,5,5.288,69,7.268,57,0.728,47,0.775,54,-1.0,69,0.768,37,0.0,1,15.536,21,0.291,30,0.0,1,9.217e-05,0,PZ16a,-5.288,PZ16a_Lee_5,PZ16a_Lee_5,7.0429196,PZ16a_Lee_5,0.6284419553467925,56
Lee,10,5.383,70,8.305,70,0.648,61,0.816,50,0.0,44,0.66,64,0.0,1,18.43,50,0.222,72,0.0,1,0.0001136,0,PZ16a,-5.383,PZ16a_Lee_10,PZ16a_Lee_10,7.9081807,PZ16a_Lee_10,0.5324435812896136,75
Lee,8,5.405,71,7.305,58,0.74,42,0.866,45,-1.0,69,0.754,43,0.0,1,17.307,38,0.257,56,0.0,1,0.0001191,0,PZ16a,-5.405,PZ16a_Lee_8,PZ16a_Lee_8,8.4067669,PZ16a_Lee_8,0.5540588350420788,74
SimRNAAS1,3,5.482,72,9.563,74,0.573,76,0.645,73,0.0,44,0.613,75,92.26,83,32.507,79,0.15,79,0.0,1,0.0001405,0,PZ16a,-5.482,PZ16a_SimRNAAS1_3,PZ16a_SimRNAAS1_3,7.8250313,PZ16a_SimRNAAS1_3,0.5222023997711636,76
RW3DAS2,4,5.557,73,8.101,66,0.686,56,0.913,12,0.577,24,0.65,69,13.68,65,19.031,55,0.274,37,0.0,1,0.0001653,0,PZ16a,-5.557,PZ16a_RW3DAS2_4,PZ16a_RW3DAS2_4,6.6624494,PZ16a_RW3DAS2_4,0.6862946569712298,47
3dRNAAS2,1,5.729,74,6.676,55,0.858,8,0.913,12,1.0,1,0.826,14,0.0,1,25.997,73,0.314,13,0.0,1,0.0002371,0,PZ16a,-5.729,PZ16a_3dRNAAS2_1,PZ16a_3dRNAAS2_1,9.9177246,PZ16a_3dRNAAS2_1,0.7173644671273505,41
RW3DAS1,6,5.79,75,9.924,75,0.583,74,0.68,67,0.0,44,0.631,72,2.28,25,24.855,69,0.218,73,0.0,1,0.0002691,0,PZ16a,-5.79,PZ16a_RW3DAS1_6,PZ16a_RW3DAS1_6,7.5132113,PZ16a_RW3DAS1_6,0.5633590774279993,71
Chen,4,7.254,76,11.933,78,0.608,71,0.913,12,0.0,44,0.582,79,0.0,1,25.784,72,0.201,77,0.0,1,0.004058,0,PZ16a,-7.254,PZ16a_Chen_4,PZ16a_Chen_4,10.5969219,PZ16a_Chen_4,0.4705561326648901,78
Chen,3,7.344,77,11.419,76,0.643,62,0.913,12,-1.0,69,0.603,78,0.0,1,27.323,76,0.229,70,0.0,1,0.004694,0,PZ16a,-7.344,PZ16a_Chen_3,PZ16a_Chen_3,9.9042377,PZ16a_Chen_3,0.4788213420050284,77
Lee,9,8.41,78,11.583,77,0.726,48,0.866,45,0.0,44,0.754,43,0.0,1,18.351,49,0.212,75,0.0,1,0.02248,0,PZ16a,-8.41,PZ16a_Lee_9,PZ16a_Lee_9,9.0005226,PZ16a_Lee_9,0.5737018803727625,68
Chen,10,15.237,79,32.056,79,0.475,79,0.0,79,-1.0,69,0.613,75,1.14,22,33.128,80,0.172,78,0.0,1,0.9631,0,PZ16a,-15.237,PZ16a_Chen_10,PZ16a_Chen_10,9.1758976,PZ16a_Chen_10,0.3414103548469656,79
Chen,9,15.496,80,56.347,83,0.275,83,0.0,79,0.0,44,0.362,83,0.0,1,35.47,82,0.108,83,0.0,1,0.9733,0,PZ16a,-15.496,PZ16a_Chen_9,PZ16a_Chen_9,9.9805126,PZ16a_Chen_9,0.3001896933291179,81
Chen,8,15.75,81,55.661,82,0.283,82,0.0,79,-1.0,69,0.404,82,0.0,1,33.384,81,0.117,81,0.0,1,0.9809,0,PZ16a,-15.75,PZ16a_Chen_8,PZ16a_Chen_8,10.8712006,PZ16a_Chen_8,0.2970431928699396,82
Chen,6,15.926,82,33.732,80,0.472,80,0.0,79,-1.0,69,0.62,74,1.14,22,37.093,83,0.117,81,0.0,1,0.985,0,PZ16a,-15.926,PZ16a_Chen_6,PZ16a_Chen_6,10.9683647,PZ16a_Chen_6,0.3114245065715189,80
Chen,7,16.867,83,42.87,81,0.393,81,0.0,79,-1.0,69,0.577,80,0.0,1,30.495,78,0.13,80,0.0,1,0.9965,0,PZ16a,-16.867,PZ16a_Chen_7,PZ16a_Chen_7,10.5765781,PZ16a_Chen_7,0.2874456137181398,83
RNAComposerAS2,1,1.25,1,1.375,1,0.91,5,1.0,1,0.775,32,0.913,3,7.95,43,11.564,2,0.511,1,0.0,1,1.096e-09,0,PZ16b,-1.25,PZ16b_RNAComposerAS2_1,PZ16b_RNAComposerAS2_1,7.8581128,PZ16b_RNAComposerAS2_1,0.885086125391479,1
Szachniuk,1,1.25,1,1.375,1,0.91,5,1.0,1,0.775,32,0.913,3,7.95,43,11.564,2,0.511,1,0.0,1,1.096e-09,0,PZ16b,-1.25,PZ16b_Szachniuk_1,PZ16b_Szachniuk_1,7.8581128,PZ16b_Szachniuk_1,0.885086125391479,1
Chen,1,1.324,3,1.43,3,0.925,4,1.0,1,0.775,32,0.936,1,0.0,1,14.102,23,0.477,5,0.0,1,1.406e-09,0,PZ16b,-1.324,PZ16b_Chen_1,PZ16b_Chen_1,8.3840771,PZ16b_Chen_1,0.8461708916858713,18
RNAComposerAS1,3,1.344,4,1.616,5,0.832,50,0.926,21,0.447,64,0.87,23,6.81,38,14.308,25,0.466,7,0.0,1,1.505e-09,0,PZ16b,-1.344,PZ16b_RNAComposerAS1_3,PZ16b_RNAComposerAS1_3,7.5074215,PZ16b_RNAComposerAS1_3,0.8619593157241624,10
RW3DAS1,6,1.371,5,1.564,4,0.877,22,1.0,1,0.894,10,0.839,34,5.66,30,14.877,28,0.417,17,0.0,1,1.652e-09,0,PZ16b,-1.371,PZ16b_RW3DAS1_6,PZ16b_RW3DAS1_6,7.4110041,PZ16b_RW3DAS1_6,0.8815775867163033,4
RW3DAS2,8,1.448,6,1.684,6,0.86,37,1.0,1,0.894,10,0.813,44,7.93,41,13.219,12,0.381,22,0.0,1,2.141e-09,0,PZ16b,-1.448,PZ16b_RW3DAS2_8,PZ16b_RW3DAS2_8,6.8476171,PZ16b_RW3DAS2_8,0.8461745848844767,17
RW3DAS2,7,1.517,7,1.73,9,0.877,22,1.0,1,0.894,10,0.839,34,9.06,51,11.737,4,0.32,42,0.0,1,2.694e-09,0,PZ16b,-1.517,PZ16b_RW3DAS2_7,PZ16b_RW3DAS2_7,7.3615513,PZ16b_RW3DAS2_7,0.8725994209064587,7
RNAComposerAS2,4,1.543,8,1.76,10,0.877,22,0.913,34,0.775,32,0.889,13,11.35,66,16.128,38,0.461,9,0.0,1,2.939e-09,0,PZ16b,-1.543,PZ16b_RNAComposerAS2_4,PZ16b_RNAComposerAS2_4,8.40835,PZ16b_RNAComposerAS2_4,0.8266154050700231,32
Szachniuk,4,1.543,8,1.76,10,0.877,22,0.913,34,0.775,32,0.889,13,11.35,66,16.128,38,0.461,9,0.0,1,2.939e-09,0,PZ16b,-1.543,PZ16b_Szachniuk_4,PZ16b_Szachniuk_4,8.40835,PZ16b_Szachniuk_4,0.8266154050700231,32
RW3DAS1,3,1.545,10,1.763,12,0.877,22,1.0,1,0.894,10,0.839,34,5.66,30,12.927,10,0.31,45,0.0,1,2.961e-09,0,PZ16b,-1.545,PZ16b_RW3DAS1_3,PZ16b_RW3DAS1_3,7.0990801,PZ16b_RW3DAS1_3,0.8603897063168469,12
RNAComposerAS2,3,1.607,11,1.837,13,0.875,32,0.913,34,0.775,32,0.886,18,7.95,43,12.187,6,0.499,3,0.0,1,3.634e-09,0,PZ16b,-1.607,PZ16b_RNAComposerAS2_3,PZ16b_RNAComposerAS2_3,8.3694401,PZ16b_RNAComposerAS2_3,0.856567245760208,13
Szachniuk,3,1.607,11,1.837,13,0.875,32,0.913,34,0.775,32,0.886,18,7.95,43,12.187,6,0.499,3,0.0,1,3.634e-09,0,PZ16b,-1.607,PZ16b_Szachniuk_3,PZ16b_Szachniuk_3,8.3694401,PZ16b_Szachniuk_3,0.856567245760208,13
RNAComposerAS2,7,1.614,13,1.715,7,0.941,1,1.0,1,1.0,1,0.913,3,9.08,56,13.572,16,0.337,37,0.0,1,3.72e-09,0,PZ16b,-1.614,PZ16b_RNAComposerAS2_7,PZ16b_RNAComposerAS2_7,7.7514458,PZ16b_RNAComposerAS2_7,0.8020556343437925,45
Szachniuk,7,1.614,13,1.715,7,0.941,1,1.0,1,1.0,1,0.913,3,9.08,56,13.572,16,0.337,37,0.0,1,3.72e-09,0,PZ16b,-1.614,PZ16b_Szachniuk_7,PZ16b_Szachniuk_7,7.7514458,PZ16b_Szachniuk_7,0.8020556343437925,45
RW3DAS2,3,1.634,15,1.901,17,0.86,37,0.913,34,0.894,10,0.839,34,11.33,65,12.604,8,0.333,39,0.0,1,3.975e-09,0,PZ16b,-1.634,PZ16b_RW3DAS2_3,PZ16b_RW3DAS2_3,7.281126,PZ16b_RW3DAS2_3,0.8716761212550966,9
RNAComposerAS1,2,1.642,16,1.934,22,0.849,42,0.926,21,0.775,32,0.845,32,7.95,43,16.114,36,0.475,6,0.0,1,4.077e-09,0,PZ16b,-1.642,PZ16b_RNAComposerAS1_2,PZ16b_RNAComposerAS1_2,7.7492032,PZ16b_RNAComposerAS1_2,0.8753767062577558,6
RNAComposerAS1,7,1.67,17,1.937,23,0.862,35,0.926,21,0.632,56,0.889,13,9.08,56,12.851,9,0.463,8,0.0,1,4.474e-09,0,PZ16b,-1.67,PZ16b_RNAComposerAS1_7,PZ16b_RNAComposerAS1_7,7.4721942,PZ16b_RNAComposerAS1_7,0.8840704957749808,3
RNAComposerAS2,5,1.682,18,1.883,15,0.893,10,0.913,34,1.0,1,0.865,25,10.22,62,17.29,50,0.314,43,0.0,1,4.656e-09,0,PZ16b,-1.682,PZ16b_RNAComposerAS2_5,PZ16b_RNAComposerAS2_5,7.8689022,PZ16b_RNAComposerAS2_5,0.813356822076464,38
Szachniuk,5,1.682,18,1.883,15,0.893,10,0.913,34,1.0,1,0.865,25,10.22,62,17.29,50,0.314,43,0.0,1,4.656e-09,0,PZ16b,-1.682,PZ16b_Szachniuk_5,PZ16b_Szachniuk_5,7.8689022,PZ16b_Szachniuk_5,0.813356822076464,38
RNAComposerAS2,2,1.698,20,1.901,17,0.893,10,1.0,1,0.775,32,0.889,13,11.35,66,17.301,52,0.395,19,0.0,1,4.901e-09,0,PZ16b,-1.698,PZ16b_RNAComposerAS2_2,PZ16b_RNAComposerAS2_2,7.3838573,PZ16b_RNAComposerAS2_2,0.843522868285765,23
Szachniuk,2,1.698,20,1.901,17,0.893,10,1.0,1,0.775,32,0.889,13,11.35,66,17.301,52,0.395,19,0.0,1,4.901e-09,0,PZ16b,-1.698,PZ16b_Szachniuk_2,PZ16b_Szachniuk_2,7.3838573,PZ16b_Szachniuk_2,0.843522868285765,23
RNAComposerAS2,8,1.712,22,1.92,20,0.892,15,0.913,34,0.894,10,0.886,18,9.08,56,15.341,30,0.418,15,0.0,1,5.128e-09,0,PZ16b,-1.712,PZ16b_RNAComposerAS2_8,PZ16b_RNAComposerAS2_8,8.5909004,PZ16b_RNAComposerAS2_8,0.809541747917036,41
Szachniuk,8,1.712,22,1.92,20,0.892,15,0.913,34,0.894,10,0.886,18,9.08,56,15.341,30,0.418,15,0.0,1,5.128e-09,0,PZ16b,-1.712,PZ16b_Szachniuk_8,PZ16b_Szachniuk_8,8.5909004,PZ16b_Szachniuk_8,0.809541747917036,41
RNAComposerAS1,8,1.717,24,2.073,30,0.828,52,0.926,21,0.775,32,0.813,44,11.35,66,16.923,48,0.379,23,0.0,1,5.209e-09,0,PZ16b,-1.717,PZ16b_RNAComposerAS1_8,PZ16b_RNAComposerAS1_8,6.9260058,PZ16b_RNAComposerAS1_8,0.8475706139573361,15
RW3DAS2,4,1.753,25,2.039,29,0.86,37,0.913,34,1.0,1,0.813,44,9.06,51,17.665,55,0.274,56,0.0,1,5.867e-09,0,PZ16b,-1.753,PZ16b_RW3DAS2_4,PZ16b_RW3DAS2_4,7.0743594,PZ16b_RW3DAS2_4,0.8095306683212197,43
RNAComposerAS1,4,1.772,26,2.022,28,0.877,22,1.0,1,0.775,32,0.865,25,5.68,34,15.699,34,0.391,21,0.0,1,6.249e-09,0,PZ16b,-1.772,PZ16b_RNAComposerAS1_4,PZ16b_RNAComposerAS1_4,8.1125889,PZ16b_RNAComposerAS1_4,0.8460342433374697,19
RW3DAS2,2,1.772,26,2.176,39,0.814,53,0.926,21,0.894,10,0.765,58,9.06,51,11.402,1,0.309,46,0.0,1,6.231e-09,0,PZ16b,-1.772,PZ16b_RW3DAS2_2,PZ16b_RW3DAS2_2,6.46105,PZ16b_RW3DAS2_2,0.8427399101814099,26
RW3DAS1,2,1.784,28,2.145,36,0.832,50,0.926,21,1.0,1,0.765,58,9.06,51,15.91,35,0.287,53,0.0,1,6.493e-09,0,PZ16b,-1.784,PZ16b_RW3DAS1_2,PZ16b_RW3DAS1_2,6.78157,PZ16b_RW3DAS1_2,0.8428322401465461,25
RNAComposerAS1,10,1.812,29,2.276,41,0.796,57,1.0,1,0.447,64,0.8,53,6.81,38,13.224,13,0.306,47,0.0,1,7.116e-09,0,PZ16b,-1.812,PZ16b_RNAComposerAS1_10,PZ16b_RNAComposerAS1_10,8.4598751,PZ16b_RNAComposerAS1_10,0.8244179518997814,37
RNAComposerAS2,6,1.812,29,1.995,25,0.908,8,0.913,34,0.894,10,0.91,7,7.95,43,13.461,14,0.453,11,0.0,1,7.099e-09,0,PZ16b,-1.812,PZ16b_RNAComposerAS2_6,PZ16b_RNAComposerAS2_6,8.1370525,PZ16b_RNAComposerAS2_6,0.8259100041363825,34
Szachniuk,6,1.812,29,1.995,25,0.908,8,0.913,34,0.894,10,0.91,7,7.95,43,13.461,14,0.453,11,0.0,1,7.099e-09,0,PZ16b,-1.812,PZ16b_Szachniuk_6,PZ16b_Szachniuk_6,8.1370525,PZ16b_Szachniuk_6,0.8259100041363825,34
3dRNAAS2,10,1.815,32,1.995,25,0.91,5,0.926,21,0.775,32,0.934,2,1.14,20,19.6,66,0.363,28,0.0,1,7.169e-09,0,PZ16b,-1.815,PZ16b_3dRNAAS2_10,PZ16b_3dRNAAS2_10,8.3066683,PZ16b_3dRNAAS2_10,0.7911385392660876,53
RNAComposerAS1,5,1.839,33,1.982,24,0.928,3,1.0,1,1.0,1,0.894,12,9.08,56,14.3,24,0.368,26,0.0,1,7.753e-09,0,PZ16b,-1.839,PZ16b_RNAComposerAS1_5,PZ16b_RNAComposerAS1_5,7.6012759,PZ16b_RNAComposerAS1_5,0.8457683330378775,21
RW3DAS1,8,1.851,34,2.146,37,0.862,35,0.926,21,0.894,10,0.839,34,6.8,35,14.078,22,0.288,52,0.0,1,8.05e-09,0,PZ16b,-1.851,PZ16b_RW3DAS1_8,PZ16b_RW3DAS1_8,7.0502601,PZ16b_RW3DAS1_8,0.8457941854281156,20
RW3DAS1,1,1.856,35,2.104,31,0.882,20,1.0,1,0.8,31,0.87,23,5.66,30,13.965,19,0.364,27,0.0,1,8.202e-09,0,PZ16b,-1.856,PZ16b_RW3DAS1_1,PZ16b_RW3DAS1_1,6.908947,PZ16b_RW3DAS1_1,0.8799414997340897,5
RW3DAS1,9,1.891,36,2.157,38,0.877,22,1.0,1,0.775,32,0.865,25,6.8,35,15.086,29,0.289,51,0.0,1,9.179e-09,0,PZ16b,-1.891,PZ16b_RW3DAS1_9,PZ16b_RW3DAS1_9,8.0322504,PZ16b_RW3DAS1_9,0.8448191809962773,22
RW3DAS2,1,1.899,37,2.126,32,0.893,10,1.0,1,0.894,10,0.865,25,4.53,28,15.39,32,0.261,57,0.0,1,9.404e-09,0,PZ16b,-1.899,PZ16b_RW3DAS2_1,PZ16b_RW3DAS2_1,7.5858126,PZ16b_RW3DAS2_1,0.8395379069904864,28
3dRNAAS2,5,1.904,38,2.135,33,0.892,15,0.913,34,0.775,32,0.91,7,1.14,20,19.029,62,0.363,28,0.0,1,9.555e-09,0,PZ16b,-1.904,PZ16b_3dRNAAS2_5,PZ16b_3dRNAAS2_5,8.1933289,PZ16b_3dRNAAS2_5,0.7964382792649057,50
3dRNAAS2,6,1.904,38,2.135,33,0.892,15,0.913,34,0.775,32,0.91,7,1.14,20,19.029,62,0.363,28,0.0,1,9.555e-09,0,PZ16b,-1.904,PZ16b_3dRNAAS2_6,PZ16b_3dRNAAS2_6,8.1933289,PZ16b_3dRNAAS2_6,0.7964382792649057,50
3dRNAAS2,7,1.904,38,2.135,33,0.892,15,0.913,34,0.775,32,0.91,7,1.14,20,19.029,62,0.363,28,0.0,1,9.555e-09,0,PZ16b,-1.904,PZ16b_3dRNAAS2_7,PZ16b_3dRNAAS2_7,8.1933289,PZ16b_3dRNAAS2_7,0.7964382792649057,50
RW3DAS1,5,1.917,41,2.366,44,0.81,54,0.926,21,0.894,10,0.759,60,6.8,35,18.546,58,0.26,58,0.0,1,9.963e-09,0,PZ16b,-1.917,PZ16b_RW3DAS1_5,PZ16b_RW3DAS1_5,6.7833076,PZ16b_RW3DAS1_5,0.8251344324292383,36
RW3DAS1,10,1.992,42,2.272,40,0.877,22,1.0,1,0.894,10,0.839,34,5.66,30,16.123,37,0.358,35,0.0,1,1.269e-08,0,PZ16b,-1.992,PZ16b_RW3DAS1_10,PZ16b_RW3DAS1_10,7.1521192,PZ16b_RW3DAS1_10,0.8725698753176151,8
RW3DAS1,7,1.999,43,2.325,43,0.86,37,1.0,1,0.894,10,0.813,44,3.4,27,13.679,18,0.292,50,0.0,1,1.297e-08,0,PZ16b,-1.999,PZ16b_RW3DAS1_7,PZ16b_RW3DAS1_7,7.3982229,PZ16b_RW3DAS1_7,0.8363543697925899,30
RW3DAS2,6,2.026,44,2.387,45,0.849,42,0.833,58,0.894,10,0.845,32,12.46,73,18.991,61,0.33,41,0.0,1,1.415e-08,0,PZ16b,-2.026,PZ16b_RW3DAS2_6,PZ16b_RW3DAS2_6,7.668911,PZ16b_RW3DAS2_6,0.8607442533829699,11
RW3DAS2,5,2.038,45,2.324,42,0.877,22,0.913,34,1.0,1,0.839,34,2.27,25,15.561,33,0.306,47,0.0,1,1.467e-08,0,PZ16b,-2.038,PZ16b_RW3DAS2_5,PZ16b_RW3DAS2_5,7.0173173,PZ16b_RW3DAS2_5,0.8407862081191279,27
RW3DAS2,9,2.09,46,2.481,47,0.843,45,0.913,34,0.894,10,0.813,44,9.06,51,17.786,56,0.304,49,0.0,1,1.733e-08,0,PZ16b,-2.09,PZ16b_RW3DAS2_9,PZ16b_RW3DAS2_9,6.7586651,PZ16b_RW3DAS2_9,0.8124002836376529,40
RW3DAS1,4,2.112,47,2.402,46,0.879,21,0.926,21,1.0,1,0.839,34,7.93,41,16.815,45,0.287,53,0.0,1,1.856e-08,0,PZ16b,-2.112,PZ16b_RW3DAS1_4,PZ16b_RW3DAS1_4,7.4000282,PZ16b_RW3DAS1_4,0.8462447556579803,16
